Field_ID,User_ID,User_Rating,Field_Name,Field_Rating,Field_Types
19,8057,5,Cililitan Badminton Hall,4.3,Badminton
16,7004,5,Diaz Badminton Hall,4.5,Badminton
1,239,5,Champion Futsal,4.4,Futsal
2,1476,4,Centro Futsal,4.2,Futsal
5,2453,3,GOR Kurnia Badminton Court,4.2,Badminton
10,3867,4,AS FUTSAL,4.2,Futsal
4,2096,4,Royal Futsal,4.3,Futsal
14,5723,5,Kuningan Village Futsal Field 1,4.3,Futsal
3,1640,5,Planet Futsal,4.5,Futsal
1,772,4,Champion Futsal,4.2,Futsal
19,8340,4,Cililitan Badminton Hall,4.6,Badminton
8,2997,5,Lapangan Badminton Tomang,4.3,Badminton
20,8788,4,Tunas Bugar Badminton Hall,4.2,Badminton
5,2486,2,GOR Kurnia Badminton Court,4.4,Badminton
17,7441,3,Lapangan Bulutangkis Talenta,4.3,Badminton
14,5785,5,Kuningan Village Futsal Field 1,4.3,Futsal
20,8878,3,Tunas Bugar Badminton Hall,4.3,Badminton
9,3072,5,Go All Futsal,4.5,Futsal
1,272,5,Champion Futsal,4.3,Futsal
14,6461,4,Kuningan Village Futsal Field 1,4.2,Futsal
5,2467,3,GOR Kurnia Badminton Court,4.2,Badminton
10,3757,5,AS FUTSAL,4.5,Futsal
12,5258,4,Futsal Court Cilandak Sport Centre,4.4,Futsal
2,1243,5,Centro Futsal,4.4,Futsal
2,1188,5,Centro Futsal,4.5,Futsal
1,749,4,Champion Futsal,4.2,Futsal
10,3804,5,AS FUTSAL,4.3,Futsal
9,3244,5,Go All Futsal,4.5,Futsal
12,4708,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
20,8803,4,Tunas Bugar Badminton Hall,4.6,Badminton
7,2909,4,Supreme Arena Badminton,4.4,Badminton
2,1550,2,Centro Futsal,4.3,Futsal
9,3180,5,Go All Futsal,4.5,Futsal
12,4955,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,6006,5,Kuningan Village Futsal Field 1,4.2,Futsal
19,8238,4,Cililitan Badminton Hall,4.3,Badminton
14,6445,4,Kuningan Village Futsal Field 1,4.5,Futsal
6,2690,4,Lapangan Bulu Tangkis Patra,4.5,Badminton
1,647,4,Champion Futsal,4.5,Futsal
1,853,3,Champion Futsal,4.2,Futsal
19,8235,4,Cililitan Badminton Hall,4.5,Badminton
1,652,4,Champion Futsal,4.4,Futsal
17,7266,5,Lapangan Bulutangkis Talenta,4.5,Badminton
1,103,5,Champion Futsal,4.5,Futsal
12,5274,3,Futsal Court Cilandak Sport Centre,4.2,Futsal
5,2197,5,GOR Kurnia Badminton Court,4.3,Badminton
14,6041,5,Kuningan Village Futsal Field 1,4.2,Futsal
19,8297,4,Cililitan Badminton Hall,4.3,Badminton
13,5573,4,Pelangi Futsal,4.3,Futsal
14,6610,3,Kuningan Village Futsal Field 1,4.3,Futsal
16,7021,5,Diaz Badminton Hall,4.1,Badminton
11,4388,3,Futsal Sani,4.2,Futsal
4,2157,3,Royal Futsal,4.5,Futsal
1,144,5,Champion Futsal,4.5,Futsal
18,7716,5,GOR Badminton Mega Kuningan,4.3,Badminton
14,6127,5,Kuningan Village Futsal Field 1,4.2,Futsal
10,4049,3,AS FUTSAL,4.3,Futsal
14,6085,5,Kuningan Village Futsal Field 1,4.5,Futsal
12,5197,4,Futsal Court Cilandak Sport Centre,4.3,Futsal
13,5383,5,Pelangi Futsal,4.5,Futsal
1,555,5,Champion Futsal,4.5,Futsal
1,189,5,Champion Futsal,4.2,Futsal
5,2429,4,GOR Kurnia Badminton Court,4.3,Badminton
14,6072,5,Kuningan Village Futsal Field 1,4.3,Futsal
9,3347,4,Go All Futsal,4.3,Futsal
16,6992,5,Diaz Badminton Hall,4.2,Badminton
5,2181,5,GOR Kurnia Badminton Court,4.5,Badminton
1,511,5,Champion Futsal,4.3,Futsal
14,6507,4,Kuningan Village Futsal Field 1,4.3,Futsal
16,7028,5,Diaz Badminton Hall,4.3,Badminton
13,5655,1,Pelangi Futsal,4.5,Futsal
1,789,3,Champion Futsal,4.5,Futsal
12,4684,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,4934,5,Futsal Court Cilandak Sport Centre,4.1,Futsal
11,4273,5,Futsal Sani,4.6,Futsal
7,2757,5,Supreme Arena Badminton,4.2,Badminton
10,3509,5,AS FUTSAL,4.5,Futsal
18,7615,5,GOR Badminton Mega Kuningan,4.3,Badminton
14,6058,5,Kuningan Village Futsal Field 1,4.3,Futsal
20,8500,5,Tunas Bugar Badminton Hall,4.3,Badminton
14,6651,3,Kuningan Village Futsal Field 1,4.3,Futsal
20,8639,5,Tunas Bugar Badminton Hall,4.5,Badminton
18,7571,5,GOR Badminton Mega Kuningan,4.3,Badminton
16,7151,4,Diaz Badminton Hall,4.4,Badminton
2,1142,5,Centro Futsal,4.5,Futsal
12,4571,5,Futsal Court Cilandak Sport Centre,4.1,Futsal
11,4268,5,Futsal Sani,4.6,Futsal
8,3014,4,Lapangan Badminton Tomang,4.2,Badminton
19,8104,5,Cililitan Badminton Hall,4.5,Badminton
18,7585,5,GOR Badminton Mega Kuningan,4.1,Badminton
11,4360,4,Futsal Sani,4.3,Futsal
20,8786,4,Tunas Bugar Badminton Hall,4.2,Badminton
19,8455,2,Cililitan Badminton Hall,4.5,Badminton
18,7689,5,GOR Badminton Mega Kuningan,4.2,Badminton
4,2080,5,Royal Futsal,4.5,Futsal
1,568,5,Champion Futsal,4.5,Futsal
1,155,5,Champion Futsal,4.5,Futsal
1,496,5,Champion Futsal,4.5,Futsal
18,7744,4,GOR Badminton Mega Kuningan,4.3,Badminton
3,1808,4,Planet Futsal,4.5,Futsal
1,542,5,Champion Futsal,4.2,Futsal
4,2059,5,Royal Futsal,4.3,Futsal
13,5516,5,Pelangi Futsal,4.3,Futsal
14,5813,5,Kuningan Village Futsal Field 1,4.4,Futsal
2,1249,5,Centro Futsal,4.5,Futsal
1,675,4,Champion Futsal,4.4,Futsal
17,7291,5,Lapangan Bulutangkis Talenta,4.5,Badminton
12,5071,4,Futsal Court Cilandak Sport Centre,4.5,Futsal
6,2561,5,Lapangan Bulu Tangkis Patra,4.6,Badminton
15,6846,5,Gedung Bulutangkis Gelora Sunter,4.3,Badminton
3,1826,4,Planet Futsal,4.2,Futsal
19,7887,5,Cililitan Badminton Hall,4.5,Badminton
12,5227,4,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,5790,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6229,5,Kuningan Village Futsal Field 1,4.3,Futsal
16,6970,5,Diaz Badminton Hall,4.5,Badminton
1,650,4,Champion Futsal,4.2,Futsal
19,8280,4,Cililitan Badminton Hall,4.3,Badminton
14,5795,5,Kuningan Village Futsal Field 1,4.2,Futsal
10,4089,3,AS FUTSAL,4.3,Futsal
9,3432,2,Go All Futsal,4.5,Futsal
6,2501,5,Lapangan Bulu Tangkis Patra,4.3,Badminton
14,6414,4,Kuningan Village Futsal Field 1,4.1,Futsal
11,4364,4,Futsal Sani,4.2,Futsal
4,2172,1,Royal Futsal,4.5,Futsal
18,7690,5,GOR Badminton Mega Kuningan,4.6,Badminton
15,6829,5,Gedung Bulutangkis Gelora Sunter,4.3,Badminton
9,3056,5,Go All Futsal,4.5,Futsal
12,4956,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,6195,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,328,5,Champion Futsal,4.1,Futsal
11,4391,3,Futsal Sani,4.4,Futsal
2,1532,3,Centro Futsal,4.3,Futsal
14,5925,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,230,5,Champion Futsal,4.4,Futsal
17,7255,5,Lapangan Bulutangkis Talenta,4.2,Badminton
10,3571,5,AS FUTSAL,4.3,Futsal
3,1707,5,Planet Futsal,4.3,Futsal
16,7007,5,Diaz Badminton Hall,4.6,Badminton
8,2965,5,Lapangan Badminton Tomang,4.2,Badminton
19,8313,4,Cililitan Badminton Hall,4.2,Badminton
10,3744,5,AS FUTSAL,4.5,Futsal
12,5297,3,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,735,4,Champion Futsal,4.2,Futsal
10,4010,4,AS FUTSAL,4.5,Futsal
6,2590,5,Lapangan Bulu Tangkis Patra,4.4,Badminton
2,1000,5,Centro Futsal,4.6,Futsal
7,2876,5,Supreme Arena Badminton,4.6,Badminton
15,6908,4,Gedung Bulutangkis Gelora Sunter,4.6,Badminton
15,6922,4,Gedung Bulutangkis Gelora Sunter,4.4,Badminton
17,7372,5,Lapangan Bulutangkis Talenta,4.4,Badminton
17,7316,5,Lapangan Bulutangkis Talenta,4.1,Badminton
11,4288,5,Futsal Sani,4.2,Futsal
10,4194,1,AS FUTSAL,4.5,Futsal
18,7842,3,GOR Badminton Mega Kuningan,4.3,Badminton
9,3316,4,Go All Futsal,4.3,Futsal
14,6375,4,Kuningan Village Futsal Field 1,4.3,Futsal
14,6313,4,Kuningan Village Futsal Field 1,4.2,Futsal
10,3589,5,AS FUTSAL,4.5,Futsal
18,7821,4,GOR Badminton Mega Kuningan,4.6,Badminton
15,6836,5,Gedung Bulutangkis Gelora Sunter,4.5,Badminton
6,2544,5,Lapangan Bulu Tangkis Patra,4.2,Badminton
10,4059,3,AS FUTSAL,4.3,Futsal
20,8571,5,Tunas Bugar Badminton Hall,4.3,Badminton
20,8495,5,Tunas Bugar Badminton Hall,4.2,Badminton
19,8174,5,Cililitan Badminton Hall,4.2,Badminton
5,2248,5,GOR Kurnia Badminton Court,4.5,Badminton
12,5261,3,Futsal Court Cilandak Sport Centre,4.2,Futsal
19,8232,4,Cililitan Badminton Hall,4.4,Badminton
2,1400,4,Centro Futsal,4.4,Futsal
17,7337,5,Lapangan Bulutangkis Talenta,4.4,Badminton
17,7411,4,Lapangan Bulutangkis Talenta,4.2,Badminton
19,8000,5,Cililitan Badminton Hall,4.3,Badminton
14,5890,5,Kuningan Village Futsal Field 1,4.4,Futsal
2,1464,4,Centro Futsal,4.5,Futsal
1,254,5,Champion Futsal,4.5,Futsal
18,7541,5,GOR Badminton Mega Kuningan,4.3,Badminton
3,1928,3,Planet Futsal,4.5,Futsal
1,614,4,Champion Futsal,4.5,Futsal
12,4987,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,4704,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
9,3055,5,Go All Futsal,4.5,Futsal
12,4542,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,6601,3,Kuningan Village Futsal Field 1,4.3,Futsal
9,3064,5,Go All Futsal,4.3,Futsal
13,5487,5,Pelangi Futsal,4.3,Futsal
9,3261,5,Go All Futsal,4.5,Futsal
12,4807,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
5,2386,4,GOR Kurnia Badminton Court,4.5,Badminton
12,5212,4,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,5047,4,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,150,5,Champion Futsal,4.3,Futsal
14,6656,3,Kuningan Village Futsal Field 1,4.5,Futsal
12,4551,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
18,7656,5,GOR Badminton Mega Kuningan,4.5,Badminton
12,5108,4,Futsal Court Cilandak Sport Centre,4.3,Futsal
3,1772,5,Planet Futsal,4.3,Futsal
9,3157,5,Go All Futsal,4.5,Futsal
18,7523,5,GOR Badminton Mega Kuningan,4.2,Badminton
10,4003,4,AS FUTSAL,4.2,Futsal
19,8348,3,Cililitan Badminton Hall,4.5,Badminton
6,2730,2,Lapangan Bulu Tangkis Patra,4.5,Badminton
1,714,4,Champion Futsal,4.5,Futsal
18,7807,4,GOR Badminton Mega Kuningan,4.2,Badminton
19,8082,5,Cililitan Badminton Hall,4.4,Badminton
17,7281,5,Lapangan Bulutangkis Talenta,4.5,Badminton
18,7760,4,GOR Badminton Mega Kuningan,4.3,Badminton
9,3373,3,Go All Futsal,4.3,Futsal
9,3341,4,Go All Futsal,4.5,Futsal
1,381,5,Champion Futsal,4.2,Futsal
10,3783,5,AS FUTSAL,4.3,Futsal
3,1708,5,Planet Futsal,4.2,Futsal
10,3727,5,AS FUTSAL,4.3,Futsal
14,5707,5,Kuningan Village Futsal Field 1,4.1,Futsal
11,4443,1,Futsal Sani,4.5,Futsal
1,686,4,Champion Futsal,4.5,Futsal
12,5006,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,812,3,Champion Futsal,4.4,Futsal
2,1223,5,Centro Futsal,4.2,Futsal
10,3635,5,AS FUTSAL,4.3,Futsal
14,5679,5,Kuningan Village Futsal Field 1,4.6,Futsal
15,6914,4,Gedung Bulutangkis Gelora Sunter,4.2,Badminton
4,1984,5,Royal Futsal,4.3,Futsal
3,1758,5,Planet Futsal,4.2,Futsal
19,8409,3,Cililitan Badminton Hall,4.2,Badminton
10,4030,3,AS FUTSAL,4.3,Futsal
9,3336,4,Go All Futsal,4.3,Futsal
14,6154,5,Kuningan Village Futsal Field 1,4.2,Futsal
5,2461,3,GOR Kurnia Badminton Court,4.2,Badminton
10,3821,5,AS FUTSAL,4.2,Futsal
19,8218,4,Cililitan Badminton Hall,4.2,Badminton
10,3884,4,AS FUTSAL,4.3,Futsal
14,6643,3,Kuningan Village Futsal Field 1,4.3,Futsal
14,6724,3,Kuningan Village Futsal Field 1,4.3,Futsal
16,7182,4,Diaz Badminton Hall,4.4,Badminton
2,1490,3,Centro Futsal,4.1,Futsal
11,4424,2,Futsal Sani,4.5,Futsal
1,94,5,Champion Futsal,4.3,Futsal
14,6727,2,Kuningan Village Futsal Field 1,4.4,Futsal
2,1141,5,Centro Futsal,4.4,Futsal
2,1537,3,Centro Futsal,4.3,Futsal
14,6696,3,Kuningan Village Futsal Field 1,4.4,Futsal
17,7257,5,Lapangan Bulutangkis Talenta,4.3,Badminton
14,6634,3,Kuningan Village Futsal Field 1,4.4,Futsal
2,1276,5,Centro Futsal,4.5,Futsal
1,251,5,Champion Futsal,4.5,Futsal
12,4563,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,6115,5,Kuningan Village Futsal Field 1,4.3,Futsal
20,8508,5,Tunas Bugar Badminton Hall,4.4,Badminton
17,7324,5,Lapangan Bulutangkis Talenta,4.5,Badminton
1,664,4,Champion Futsal,4.3,Futsal
16,6949,5,Diaz Badminton Hall,4.2,Badminton
5,2400,4,GOR Kurnia Badminton Court,4.5,Badminton
1,401,5,Champion Futsal,4.6,Futsal
8,2980,5,Lapangan Badminton Tomang,4.3,Badminton
14,6184,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,532,5,Champion Futsal,4.5,Futsal
12,5255,4,Futsal Court Cilandak Sport Centre,4.4,Futsal
2,1540,3,Centro Futsal,4.2,Futsal
19,7953,5,Cililitan Badminton Hall,4.5,Badminton
12,4515,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
10,3742,5,AS FUTSAL,4.4,Futsal
2,1444,4,Centro Futsal,4.3,Futsal
16,6996,5,Diaz Badminton Hall,4.2,Badminton
19,7935,5,Cililitan Badminton Hall,4.5,Badminton
18,7550,5,GOR Badminton Mega Kuningan,4.5,Badminton
1,544,5,Champion Futsal,4.3,Futsal
13,5649,1,Pelangi Futsal,4.3,Futsal
16,7169,4,Diaz Badminton Hall,4.2,Badminton
10,3795,5,AS FUTSAL,4.5,Futsal
12,5041,4,Futsal Court Cilandak Sport Centre,4.1,Futsal
11,4254,5,Futsal Sani,4.2,Futsal
10,4108,3,AS FUTSAL,4.4,Futsal
2,979,5,Centro Futsal,4.3,Futsal
20,8736,4,Tunas Bugar Badminton Hall,4.4,Badminton
17,7365,5,Lapangan Bulutangkis Talenta,4.5,Badminton
12,5364,1,Futsal Court Cilandak Sport Centre,4.6,Futsal
15,6779,5,Gedung Bulutangkis Gelora Sunter,4.2,Badminton
10,3712,5,AS FUTSAL,4.5,Futsal
18,7522,5,GOR Badminton Mega Kuningan,4.5,Badminton
12,4557,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,343,5,Champion Futsal,4.4,Futsal
2,1354,4,Centro Futsal,4.2,Futsal
10,3888,4,AS FUTSAL,4.3,Futsal
16,7093,5,Diaz Badminton Hall,4.4,Badminton
2,1420,4,Centro Futsal,4.5,Futsal
1,25,5,Champion Futsal,4.3,Futsal
20,8900,1,Tunas Bugar Badminton Hall,4.5,Badminton
12,4988,5,Futsal Court Cilandak Sport Centre,4.4,Futsal
17,7332,5,Lapangan Bulutangkis Talenta,4.3,Badminton
14,5901,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6419,4,Kuningan Village Futsal Field 1,4.5,Futsal
12,4827,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,6363,4,Kuningan Village Futsal Field 1,4.2,Futsal
19,8048,5,Cililitan Badminton Hall,4.2,Badminton
5,2363,4,GOR Kurnia Badminton Court,4.3,Badminton
16,7069,5,Diaz Badminton Hall,4.6,Badminton
7,2920,4,Supreme Arena Badminton,4.5,Badminton
12,4622,5,Futsal Court Cilandak Sport Centre,4.4,Futsal
2,1068,5,Centro Futsal,4.2,Futsal
19,8450,2,Cililitan Badminton Hall,4.5,Badminton
6,2680,4,Lapangan Bulu Tangkis Patra,4.3,Badminton
14,5846,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6002,5,Kuningan Village Futsal Field 1,4.3,Futsal
3,1834,4,Planet Futsal,4.4,Futsal
2,973,5,Centro Futsal,4.4,Futsal
2,1481,3,Centro Futsal,4.3,Futsal
16,7232,2,Diaz Badminton Hall,4.3,Badminton
13,5609,3,Pelangi Futsal,4.5,Futsal
12,5206,4,Futsal Court Cilandak Sport Centre,4.5,Futsal
18,7666,5,GOR Badminton Mega Kuningan,4.2,Badminton
5,2261,5,GOR Kurnia Badminton Court,4.5,Badminton
1,61,5,Champion Futsal,4.2,Futsal
19,8305,4,Cililitan Badminton Hall,4.3,Badminton
14,5851,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,5954,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6223,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,524,5,Champion Futsal,4.5,Futsal
18,7738,4,GOR Badminton Mega Kuningan,4.5,Badminton
1,175,5,Champion Futsal,4.5,Futsal
6,2622,5,Lapangan Bulu Tangkis Patra,4.5,Badminton
12,4760,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
16,7049,5,Diaz Badminton Hall,4.3,Badminton
13,5590,4,Pelangi Futsal,4.5,Futsal
1,566,5,Champion Futsal,4.5,Futsal
1,15,5,Champion Futsal,4.3,Futsal
9,3201,5,Go All Futsal,4.1,Futsal
11,4431,2,Futsal Sani,4.3,Futsal
14,6291,4,Kuningan Village Futsal Field 1,4.3,Futsal
14,6721,3,Kuningan Village Futsal Field 1,4.5,Futsal
18,7601,5,GOR Badminton Mega Kuningan,4.3,Badminton
20,8573,5,Tunas Bugar Badminton Hall,4.3,Badminton
14,5990,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,5708,5,Kuningan Village Futsal Field 1,4.2,Futsal
10,3556,5,AS FUTSAL,4.2,Futsal
5,2220,5,GOR Kurnia Badminton Court,4.3,Badminton
14,6509,4,Kuningan Village Futsal Field 1,4.2,Futsal
4,2060,5,Royal Futsal,4.4,Futsal
2,1495,3,Centro Futsal,4.5,Futsal
1,372,5,Champion Futsal,4.4,Futsal
2,1393,4,Centro Futsal,4.2,Futsal
5,2269,5,GOR Kurnia Badminton Court,4.2,Badminton
10,3637,5,AS FUTSAL,4.2,Futsal
19,8257,4,Cililitan Badminton Hall,4.6,Badminton
15,6935,3,Gedung Bulutangkis Gelora Sunter,4.3,Badminton
9,3391,3,Go All Futsal,4.3,Futsal
16,7210,3,Diaz Badminton Hall,4.5,Badminton
12,4570,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
9,3412,3,Go All Futsal,4.6,Futsal
7,2777,5,Supreme Arena Badminton,4.2,Badminton
10,3529,5,AS FUTSAL,4.2,Futsal
10,3718,5,AS FUTSAL,4.2,Futsal
10,3661,5,AS FUTSAL,4.3,Futsal
14,6162,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,534,5,Champion Futsal,4.5,Futsal
1,557,5,Champion Futsal,4.5,Futsal
18,7668,5,GOR Badminton Mega Kuningan,4.5,Badminton
12,4607,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
18,7728,4,GOR Badminton Mega Kuningan,4.3,Badminton
20,8478,5,Tunas Bugar Badminton Hall,4.1,Badminton
11,4371,4,Futsal Sani,4.3,Futsal
14,5824,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,345,5,Champion Futsal,4.2,Futsal
4,1967,5,Royal Futsal,4.5,Futsal
6,2545,5,Lapangan Bulu Tangkis Patra,4.5,Badminton
18,7736,4,GOR Badminton Mega Kuningan,4.4,Badminton
17,7330,5,Lapangan Bulutangkis Talenta,4.5,Badminton
18,7532,5,GOR Badminton Mega Kuningan,4.5,Badminton
18,7536,5,GOR Badminton Mega Kuningan,4.5,Badminton
12,5103,4,Futsal Court Cilandak Sport Centre,4.5,Futsal
18,7544,5,GOR Badminton Mega Kuningan,4.4,Badminton
2,1028,5,Centro Futsal,4.3,Futsal
9,3227,5,Go All Futsal,4.6,Futsal
7,2959,1,Supreme Arena Badminton,4.3,Badminton
14,6083,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6508,4,Kuningan Village Futsal Field 1,4.6,Futsal
15,6786,5,Gedung Bulutangkis Gelora Sunter,4.2,Badminton
4,2027,5,Royal Futsal,4.1,Futsal
11,4439,1,Futsal Sani,4.2,Futsal
5,2462,3,GOR Kurnia Badminton Court,4.5,Badminton
6,2506,5,Lapangan Bulu Tangkis Patra,4.3,Badminton
14,6345,4,Kuningan Village Futsal Field 1,4.3,Futsal
14,6359,4,Kuningan Village Futsal Field 1,4.3,Futsal
14,6314,4,Kuningan Village Futsal Field 1,4.4,Futsal
2,1095,5,Centro Futsal,4.5,Futsal
12,4524,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
9,3237,5,Go All Futsal,4.3,Futsal
20,8733,4,Tunas Bugar Badminton Hall,4.3,Badminton
14,5885,5,Kuningan Village Futsal Field 1,4.3,Futsal
3,1749,5,Planet Futsal,4.1,Futsal
11,4340,4,Futsal Sani,4.2,Futsal
5,2348,5,GOR Kurnia Badminton Court,4.4,Badminton
2,1411,4,Centro Futsal,4.2,Futsal
19,8303,4,Cililitan Badminton Hall,4.3,Badminton
20,8727,4,Tunas Bugar Badminton Hall,4.3,Badminton
20,8761,4,Tunas Bugar Badminton Hall,4.5,Badminton
1,135,5,Champion Futsal,4.3,Futsal
3,1601,5,Planet Futsal,4.5,Futsal
12,4765,5,Futsal Court Cilandak Sport Centre,4.6,Futsal
15,6936,3,Gedung Bulutangkis Gelora Sunter,4.2,Badminton
19,8359,3,Cililitan Badminton Hall,4.5,Badminton
18,7861,2,GOR Badminton Mega Kuningan,4.3,Badminton
14,6191,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6138,5,Kuningan Village Futsal Field 1,4.3,Futsal
13,5455,5,Pelangi Futsal,4.5,Futsal
12,4606,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
20,8512,5,Tunas Bugar Badminton Hall,4.3,Badminton
16,6948,5,Diaz Badminton Hall,4.2,Badminton
10,4170,2,AS FUTSAL,4.5,Futsal
12,4614,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,5231,4,Futsal Court Cilandak Sport Centre,4.6,Futsal
7,2914,4,Supreme Arena Badminton,4.5,Badminton
12,4723,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
20,8570,5,Tunas Bugar Badminton Hall,4.5,Badminton
12,4602,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
10,4096,3,AS FUTSAL,4.3,Futsal
14,6148,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,5910,5,Kuningan Village Futsal Field 1,4.4,Futsal
17,7407,4,Lapangan Bulutangkis Talenta,4.3,Badminton
13,5569,4,Pelangi Futsal,4.5,Futsal
18,7644,5,GOR Badminton Mega Kuningan,4.5,Badminton
1,492,5,Champion Futsal,4.6,Futsal
15,6870,5,Gedung Bulutangkis Gelora Sunter,4.1,Badminton
11,4285,5,Futsal Sani,4.2,Futsal
5,2291,5,GOR Kurnia Badminton Court,4.5,Badminton
12,4616,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
6,2673,4,Lapangan Bulu Tangkis Patra,4.5,Badminton
12,5029,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,6714,3,Kuningan Village Futsal Field 1,4.5,Futsal
1,192,5,Champion Futsal,4.5,Futsal
12,5239,4,Futsal Court Cilandak Sport Centre,4.2,Futsal
10,3521,5,AS FUTSAL,4.2,Futsal
19,8085,5,Cililitan Badminton Hall,4.4,Badminton
2,1197,5,Centro Futsal,4.2,Futsal
10,3853,4,AS FUTSAL,4.3,Futsal
14,6311,4,Kuningan Village Futsal Field 1,4.4,Futsal
2,1545,3,Centro Futsal,4.4,Futsal
2,1409,4,Centro Futsal,4.5,Futsal
1,51,5,Champion Futsal,4.2,Futsal
5,2450,3,GOR Kurnia Badminton Court,4.3,Badminton
9,3270,5,Go All Futsal,4.3,Futsal
3,1639,5,Planet Futsal,4.3,Futsal
14,5693,5,Kuningan Village Futsal Field 1,4.2,Futsal
19,8117,5,Cililitan Badminton Hall,4.3,Badminton
9,3292,4,Go All Futsal,4.3,Futsal
14,6762,1,Kuningan Village Futsal Field 1,4.5,Futsal
18,7772,4,GOR Badminton Mega Kuningan,4.4,Badminton
17,7278,5,Lapangan Bulutangkis Talenta,4.4,Badminton
2,1572,1,Centro Futsal,4.5,Futsal
1,567,5,Champion Futsal,4.2,Futsal
10,3708,5,AS FUTSAL,4.3,Futsal
14,6253,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6457,4,Kuningan Village Futsal Field 1,4.3,Futsal
16,7056,5,Diaz Badminton Hall,4.5,Badminton
12,5176,4,Futsal Court Cilandak Sport Centre,4.5,Futsal
18,7581,5,GOR Badminton Mega Kuningan,4.5,Badminton
1,573,5,Champion Futsal,4.5,Futsal
1,240,5,Champion Futsal,4.3,Futsal
3,1611,5,Planet Futsal,4.3,Futsal
3,1940,3,Planet Futsal,4.3,Futsal
9,3420,3,Go All Futsal,4.4,Futsal
2,1061,5,Centro Futsal,4.5,Futsal
18,7516,5,GOR Badminton Mega Kuningan,4.5,Badminton
18,7777,4,GOR Badminton Mega Kuningan,4.3,Badminton
9,3249,5,Go All Futsal,4.3,Futsal
20,8883,2,Tunas Bugar Badminton Hall,4.4,Badminton
17,7293,5,Lapangan Bulutangkis Talenta,4.3,Badminton
14,6528,4,Kuningan Village Futsal Field 1,4.3,Futsal
14,5995,5,Kuningan Village Futsal Field 1,4.6,Futsal
15,6917,4,Gedung Bulutangkis Gelora Sunter,4.2,Badminton
19,7949,5,Cililitan Badminton Hall,4.2,Badminton
19,8144,5,Cililitan Badminton Hall,4.5,Badminton
1,685,4,Champion Futsal,4.2,Futsal
10,3764,5,AS FUTSAL,4.4,Futsal
2,1125,5,Centro Futsal,4.2,Futsal
19,7927,5,Cililitan Badminton Hall,4.1,Badminton
11,4407,3,Futsal Sani,4.3,Futsal
14,6328,4,Kuningan Village Futsal Field 1,4.2,Futsal
19,8357,3,Cililitan Badminton Hall,4.3,Badminton
14,6539,4,Kuningan Village Futsal Field 1,4.5,Futsal
12,5064,4,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,667,4,Champion Futsal,4.2,Futsal
10,3771,5,AS FUTSAL,4.2,Futsal
10,3683,5,AS FUTSAL,4.5,Futsal
1,100,5,Champion Futsal,4.3,Futsal
14,6463,4,Kuningan Village Futsal Field 1,4.2,Futsal
10,3572,5,AS FUTSAL,4.3,Futsal
